,word1,word2,bigram,freq.w1,freq.w2,freq.bi,human.eval
7498,라면NNG을JKO,먹VV,라면NNG을JKO 먹VV,5,244,4,FALSE
7555,응원NNG을JKO,하VV,응원NNG을JKO 하VV,2,7312,2,TRUE
7564,학교NNG을JKO,나가VV,학교NNG을JKO 나가VV,47,27,3,FALSE
7576,잘못NNG을JKO,하VV,잘못NNG을JKO 하VV,6,7312,3,TRUE
7579,빽NNG을JKO,하VV,빽NNG을JKO 하VV,4,7312,2,FALSE
7582,축구NNG을JKO,하VV,축구NNG을JKO 하VV,6,7312,4,FALSE
7594,사건NNG을JKO,치VV,사건NNG을JKO 치VV,6,84,2,FALSE
7626,은행NNG을JKO,털VV,은행NNG을JKO 털VV,7,12,6,FALSE
7635,가세NNG을JKO,하VV,가세NNG을JKO 하VV,2,7312,2,TRUE
7640,사람NNG들XSN을JKO,위하VV,사람NNG들XSN을JKO 위하VV,35,245,5,FALSE
7664,경찰서NNG을JKO,털VV,경찰서NNG을JKO 털VV,2,12,2,FALSE
7680,촬영NNG을JKO,하VV,촬영NNG을JKO 하VV,4,7312,4,TRUE
7692,손톱NNG을JKO,다듬VV,손톱NNG을JKO 다듬VV,2,2,2,FALSE
7713,여자NNG을JKO,돕VV,여자NNG을JKO 돕VV,30,24,2,FALSE
7728,머리NNG을JKO,감VV,머리NNG을JKO 감VV,29,5,3,TRUE
7740,거부NNG을JKO,하VV,거부NNG을JKO 하VV,2,7312,2,TRUE
7742,신발NNG을JKO,신VV,신발NNG을JKO 신VV,5,11,3,TRUE
7758,씨디NNG을JKO,사VV,씨디NNG을JKO 사VV,8,157,3,FALSE
7768,뺀드NNG을JKO,하VV,뺀드NNG을JKO 하VV,2,7312,2,FALSE
7772,차단NNG을JKO,시키VV,차단NNG을JKO 시키VV,4,200,3,TRUE
7781,납치NNG을JKO,하VV,납치NNG을JKO 하VV,2,7312,2,TRUE
7792,선서NNG을JKO,하VV,선서NNG을JKO 하VV,2,7312,2,TRUE
7795,노래NNG을JKO,하VV,노래NNG을JKO 하VV,29,7312,8,TRUE
7799,카운셀링NNG을JKO,받VV,카운셀링NNG을JKO 받VV,2,426,2,TRUE
7808,티비NNG을JKO,접하VV,티비NNG을JKO 접하VV,7,3,2,FALSE
7813,저장NNG을JKO,하VV,저장NNG을JKO 하VV,9,7312,9,TRUE
7827,돈NNG을JKO,들이VV,돈NNG을JKO 들이VV,107,14,2,FALSE
7828,나무NNG을JKO,심VV,나무NNG을JKO 심VV,14,6,2,TRUE
7840,옷NNG을JKO,갖VV,옷NNG을JKO 갖VV,76,306,2,FALSE
7854,옷NNG을JKO,구매NNG하XSV,옷NNG을JKO 구매NNG하XSV,76,3,3,FALSE
7882,의지NNG을JKO,갖VV,의지NNG을JKO 갖VV,8,306,2,FALSE
7886,봄NNG을JKO,맞이하VV,봄NNG을JKO 맞이하VV,3,4,2,FALSE
7893,백화점NNG을JKO,가VV,백화점NNG을JKO 가VV,4,336,4,FALSE
7895,아이쇼핑NNG을JKO,하VV,아이쇼핑NNG을JKO 하VV,3,7312,3,TRUE
7900,색깔NNG을JKO,보VV,색깔NNG을JKO 보VV,6,1238,2,FALSE
7912,구매NNG을JKO,하VV,구매NNG을JKO 하VV,6,7312,5,TRUE
7922,웃옷NNG을JKO,사VV,웃옷NNG을JKO 사VV,2,157,2,FALSE
7961,옷NNG을JKO,통하VV,옷NNG을JKO 통하VV,76,243,2,FALSE
7969,부담NNG을JKO,줄이VV,부담NNG을JKO 줄이VV,14,26,2,FALSE
7978,배포NNG을JKO,하VV,배포NNG을JKO 하VV,7,7312,7,TRUE
7992,문제NNG을JKO,얘기NNG하XSV,문제NNG을JKO 얘기NNG하XSV,59,86,5,FALSE
7998,파일NNG을JKO,만들VV,파일NNG을JKO 만들VV,15,344,2,FALSE
7999,명령NNG을JKO,내리VV,명령NNG을JKO 내리VV,6,36,2,TRUE
8002,언어NNG을JKO,전달NNG하XSV,언어NNG을JKO 전달NNG하XSV,65,24,2,FALSE
8004,의사NNG을JKO,전달NNG하XSV,의사NNG을JKO 전달NNG하XSV,4,24,2,TRUE
8031,파일NNG을JKO,읽VV,파일NNG을JKO 읽VV,15,75,2,FALSE
8066,비트NNG을JKO,얘기NNG하XSV,비트NNG을JKO 얘기NNG하XSV,2,86,2,FALSE
8078,글자NNG을JKO,쓰VV,글자NNG을JKO 쓰VV,13,509,2,FALSE
8088,한글NNG을JKO,사용NNG하XSV,한글NNG을JKO 사용NNG하XSV,9,106,2,FALSE
8094,정보NNG을JKO,공유NNG하XSV,정보NNG을JKO 공유NNG하XSV,66,13,2,FALSE
8106,프로그램NNG을JKO,만들VV,프로그램NNG을JKO 만들VV,16,344,3,FALSE
8115,변환NNG을JKO,시키VV,변환NNG을JKO 시키VV,3,200,2,TRUE
8118,손NNG을JKO,놓VV,손NNG을JKO 놓VV,46,39,5,TRUE
8124,전송NNG을JKO,하VV,전송NNG을JKO 하VV,5,7312,4,TRUE
8129,저작물NNG을JKO,만들VV,저작물NNG을JKO 만들VV,10,344,2,FALSE
8130,질의NNG을JKO,하VV,질의NNG을JKO 하VV,2,7312,2,TRUE
8131,보호NNG을JKO,위하VV,보호NNG을JKO 위하VV,9,245,2,FALSE
8140,금지NNG을JKO,청구NNG하XSV,금지NNG을JKO 청구NNG하XSV,6,5,5,FALSE
8178,허락NNG을JKO,받VV,허락NNG을JKO 받VV,20,426,10,TRUE
8179,말뭉치NNG을JKO,만들VV,말뭉치NNG을JKO 만들VV,16,344,5,FALSE
8181,가공NNG을JKO,하VV,가공NNG을JKO 하VV,3,7312,3,TRUE
8184,답변NNG을JKO,하VV,답변NNG을JKO 하VV,3,7312,2,TRUE
8186,보호NNG을JKO,받VV,보호NNG을JKO 받VV,9,426,4,TRUE
8188,요건NNG을JKO,갖추VV,요건NNG을JKO 갖추VV,4,17,3,TRUE
8209,개성NNG을JKO,표현NNG하XSV,개성NNG을JKO 표현NNG하XSV,3,33,2,FALSE
8224,말뭉치NNG을JKO,구축NNG하XSV,말뭉치NNG을JKO 구축NNG하XSV,16,14,6,FALSE
8225,저작물NNG을JKO,이용NNG하XSV,저작물NNG을JKO 이용NNG하XSV,10,83,2,FALSE
8241,합의NNG을JKO,하VV,합의NNG을JKO 하VV,2,7312,2,TRUE
8243,승인NNG을JKO,받VV,승인NNG을JKO 받VV,9,426,2,TRUE
8247,승인서NNG을JKO,작성NNG하XSV,승인서NNG을JKO 작성NNG하XSV,4,13,3,FALSE
8248,작성NNG을JKO,하VV,작성NNG을JKO 하VV,9,7312,9,TRUE
8256,계약서NNG을JKO,작성NNG하XSV,계약서NNG을JKO 작성NNG하XSV,4,13,2,FALSE
8262,계약NNG을JKO,체결NNG하XSV,계약NNG을JKO 체결NNG하XSV,17,10,8,TRUE
8273,등록NNG을JKO,하VV,등록NNG을JKO 하VV,13,7312,11,TRUE
8295,체결NNG을JKO,하VV,체결NNG을JKO 하VV,6,7312,6,TRUE
8308,문의NNG을JKO,하VV,문의NNG을JKO 하VV,2,7312,2,TRUE
8314,감NNG을JKO,잡VV,감NNG을JKO 잡VV,5,112,3,TRUE
8329,약정서NNG을JKO,받VV,약정서NNG을JKO 받VV,4,426,4,FALSE
8332,구축NNG을JKO,위하VV,구축NNG을JKO 위하VV,15,245,2,FALSE
8335,약정NNG을JKO,하VV,약정NNG을JKO 하VV,2,7312,2,TRUE
8336,범위NNG을JKO,초과NNG하XSV,범위NNG을JKO 초과NNG하XSV,12,4,3,FALSE
8340,단서NNG을JKO,달VV,단서NNG을JKO 달VV,3,24,2,TRUE
8343,이미지NNG을JKO,담VV,이미지NNG을JKO 담VV,16,25,2,FALSE
8355,상품NNG을JKO,만들VV,상품NNG을JKO 만들VV,16,344,3,FALSE
8363,공익NNG을JKO,위하VV,공익NNG을JKO 위하VV,8,245,5,FALSE
8367,동의NNG을JKO,얻VV,동의NNG을JKO 얻VV,14,60,2,FALSE
8373,보호NNG을JKO,하VV,보호NNG을JKO 하VV,9,7312,3,TRUE
8378,승인NNG을JKO,얻VV,승인NNG을JKO 얻VV,9,60,2,FALSE
8385,각서NNG을JKO,받VV,각서NNG을JKO 받VV,5,426,2,FALSE
8403,용돈NNG을JKO,주VV,용돈NNG을JKO 주VV,2,324,2,FALSE
8406,사고NNG을JKO,하VV,사고NNG을JKO 하VV,3,7312,2,TRUE
8411,각서NNG을JKO,쓰VV,각서NNG을JKO 쓰VV,5,509,2,FALSE
8435,복제NNG을JKO,하VV,복제NNG을JKO 하VV,5,7312,5,TRUE
8445,능력NNG을JKO,갖VV,능력NNG을JKO 갖VV,23,306,6,FALSE
8458,자료NNG을JKO,이용NNG하XSV,자료NNG을JKO 이용NNG하XSV,61,83,2,FALSE
8460,허락NNG을JKO,얻VV,허락NNG을JKO 얻VV,20,60,2,FALSE
8491,출판NNG을JKO,하VV,출판NNG을JKO 하VV,2,7312,2,TRUE
8499,의뢰NNG을JKO,하VV,의뢰NNG을JKO 하VV,6,7312,5,TRUE
8522,대NNG을JKO,잇VV,대NNG을JKO 잇VV,2,22,2,TRUE
8530,활약NNG을JKO,하VV,활약NNG을JKO 하VV,7,7312,5,TRUE
8531,회화NNG을JKO,보VV,회화NNG을JKO 보VV,4,1238,2,FALSE
8534,화풍NNG을JKO,잇VV,화풍NNG을JKO 잇VV,4,22,3,FALSE
8536,풍미NNG을JKO,하VV,풍미NNG을JKO 하VV,2,7312,2,TRUE
8540,그림NNG을JKO,보VV,그림NNG을JKO 보VV,33,1238,3,FALSE
8547,착오NNG을JKO,일으키VV,착오NNG을JKO 일으키VV,2,26,2,TRUE
8573,소화NNG을JKO,하VV,소화NNG을JKO 하VV,3,7312,2,TRUE
8574,구사NNG을JKO,하VV,구사NNG을JKO 하VV,4,7312,4,TRUE
8578,사람NNG들XSN을JKO,모으VV,사람NNG들XSN을JKO 모으VV,35,34,2,FALSE
8579,독서당NNG을JKO,짓VV,독서당NNG을JKO 짓VV,2,29,2,FALSE
8586,산수NNG을JKO,그리VV,산수NNG을JKO 그리VV,3,33,2,FALSE
8604,그물NNG질XSN을JKO,하VV,그물NNG질XSN을JKO 하VV,3,7312,3,FALSE
8611,화조화NNG을JKO,그리VV,화조화NNG을JKO 그리VV,2,33,2,FALSE
8632,사람NNG을JKO,위하VV,사람NNG을JKO 위하VV,98,245,3,FALSE
8641,세부도NNG을JKO,보VV,세부도NNG을JKO 보VV,2,1238,2,FALSE
8646,진도NNG을JKO,나가VV,진도NNG을JKO 나가VV,2,27,2,TRUE
8660,특징NNG을JKO,보이VV,특징NNG을JKO 보이VV,32,164,2,FALSE
8662,윤곽선NNG을JKO,따르VV,윤곽선NNG을JKO 따르VV,2,52,2,FALSE
8676,차NNG을JKO,끓이VV,차NNG을JKO 끓이VV,44,6,2,FALSE
8701,존재NNG을JKO,하VV,존재NNG을JKO 하VV,5,7312,4,TRUE
8705,제시NNG을JKO,쓰VV,제시NNG을JKO 쓰VV,37,509,2,FALSE
8706,수집NNG을JKO,하VV,수집NNG을JKO 하VV,2,7312,2,TRUE
8716,인사NNG을JKO,주VV,인사NNG을JKO 주VV,35,324,2,FALSE
8719,발NNG을JKO,씻VV,발NNG을JKO 씻VV,13,5,2,FALSE
8730,필선NNG을JKO,보VV,필선NNG을JKO 보VV,4,1238,2,FALSE
8731,당나귀NNG을JKO,타VV,당나귀NNG을JKO 타VV,3,120,3,FALSE
8736,특징NNG을JKO,갖VV,특징NNG을JKO 갖VV,32,306,2,FALSE
8742,차이NNG을JKO,보이VV,차이NNG을JKO 보이VV,24,164,4,FALSE
8745,먹NNG을JKO,선염NNG하XSV,먹NNG을JKO 선염NNG하XSV,4,2,2,FALSE
8764,매화NNG을JKO,찾VV,매화NNG을JKO 찾VV,4,136,2,FALSE
8765,매화NNG을JKO,사랑NNG하XSV,매화NNG을JKO 사랑NNG하XSV,4,10,2,FALSE
8796,자리NNG을JKO,옮기VV,자리NNG을JKO 옮기VV,37,7,2,FALSE
8798,담배NNG을JKO,피우VV,담배NNG을JKO 피우VV,11,6,2,TRUE
8799,연결NNG을JKO,시키VV,연결NNG을JKO 시키VV,19,200,7,TRUE
8800,연합NNG을JKO,시키VV,연합NNG을JKO 시키VV,5,200,4,TRUE
8802,광고NNG을JKO,만들VV,광고NNG을JKO 만들VV,25,344,3,FALSE
8806,종류NNG을JKO,보VV,종류NNG을JKO 보VV,7,1238,2,FALSE
8807,비즈니스맨NNG을JKO,위하VV,비즈니스맨NNG을JKO 위하VV,7,245,7,FALSE
8810,구별NNG을JKO,하VV,구별NNG을JKO 하VV,8,7312,8,TRUE
8814,유발NNG을JKO,하VV,유발NNG을JKO 하VV,3,7312,2,TRUE
8815,특성NNG을JKO,나타내VV,특성NNG을JKO 나타내VV,14,61,2,FALSE
8827,모델NNG을JKO,사용NNG하XSV,모델NNG을JKO 사용NNG하XSV,10,106,2,FALSE
8833,행동NNG들XSN을JKO,통하VV,행동NNG들XSN을JKO 통하VV,3,243,2,FALSE
8841,메시지NNG을JKO,전달NNG하XSV,메시지NNG을JKO 전달NNG하XSV,5,24,2,FALSE
8845,변화NNG을JKO,요구NNG하XSV,변화NNG을JKO 요구NNG하XSV,17,24,2,FALSE
8850,자신NNG들XSN을JKO,위하VV,자신NNG들XSN을JKO 위하VV,2,245,2,FALSE
8859,말NNG을JKO,통하VV,말NNG을JKO 통하VV,480,243,6,FALSE
8862,특성NNG들XSN을JKO,반영NNG하XSV,특성NNG들XSN을JKO 반영NNG하XSV,3,17,2,FALSE
8868,분위기NNG을JKO,통하VV,분위기NNG을JKO 통하VV,17,243,2,FALSE
8869,반응NNG을JKO,이끌어내VV,반응NNG을JKO 이끌어내VV,36,9,7,FALSE
8876,결합NNG을JKO,하VV,결합NNG을JKO 하VV,14,7312,6,TRUE
8881,여성NNG을JKO,위하VV,여성NNG을JKO 위하VV,5,245,4,FALSE
8884,등장NNG을JKO,시키VV,등장NNG을JKO 시키VV,14,200,2,TRUE
8886,도입NNG을JKO,하VV,도입NNG을JKO 하VV,2,7312,2,TRUE
8887,광고NNG을JKO,통하VV,광고NNG을JKO 통하VV,25,243,3,FALSE
8898,분위기NNG을JKO,사용NNG하XSV,분위기NNG을JKO 사용NNG하XSV,17,106,2,FALSE
8916,차별NNG화XSN을JKO,두VV,차별NNG화XSN을JKO 두VV,3,74,2,FALSE
8919,모델NNG을JKO,쓰VV,모델NNG을JKO 쓰VV,10,509,5,FALSE
8937,판단NNG을JKO,내리VV,판단NNG을JKO 내리VV,15,36,2,TRUE
8940,차이NNG을JKO,들VV,차이NNG을JKO 들VV,24,475,2,FALSE
8982,소리NNG을JKO,통하VV,소리NNG을JKO 통하VV,64,243,3,FALSE
8991,시NNG을JKO,뽑VV,시NNG을JKO 뽑VV,26,55,3,FALSE
8997,낭독NNG을JKO,하VV,낭독NNG을JKO 하VV,2,7312,2,TRUE
8999,정운NNG을JKO,느끼VV,정운NNG을JKO 느끼VV,4,87,2,FALSE
9008,제대NNG을JKO,하VV,제대NNG을JKO 하VV,8,7312,8,TRUE
9009,복학NNG을JKO,하VV,복학NNG을JKO 하VV,3,7312,3,TRUE
9011,산NNG을JKO,보VV,산NNG을JKO 보VV,10,1238,3,FALSE
9013,시NNG을JKO,보VV,시NNG을JKO 보VV,26,1238,2,FALSE
9021,절제NNG을JKO,하VV,절제NNG을JKO 하VV,4,7312,4,TRUE
9027,뜻NNG을JKO,나타내VV,뜻NNG을JKO 나타내VV,17,61,2,FALSE
9048,자신NNG을JKO,드러내VV,자신NNG을JKO 드러내VV,14,18,2,FALSE
9063,동의NNG을JKO,하VV,동의NNG을JKO 하VV,14,7312,9,TRUE
9067,전공NNG을JKO,하VV,전공NNG을JKO 하VV,13,7312,8,TRUE
9080,뒤NNG을JKO,돌아보VV,뒤NNG을JKO 돌아보VV,9,5,3,FALSE
9098,집NNG을JKO,찾VV,집NNG을JKO 찾VV,25,136,3,FALSE
9101,이사NNG을JKO,가VV,이사NNG을JKO 가VV,9,336,5,TRUE
9109,하룻밤NNG을JKO,보내VV,하룻밤NNG을JKO 보내VV,4,72,2,FALSE
9125,단어NNG을JKO,쓰VV,단어NNG을JKO 쓰VV,31,509,6,FALSE
9138,충격NNG을JKO,먹VV,충격NNG을JKO 먹VV,10,244,2,TRUE
9160,독립NNG을JKO,하VV,독립NNG을JKO 하VV,7,7312,3,TRUE
9170,땀NNG을JKO,흘리VV,땀NNG을JKO 흘리VV,5,9,2,TRUE
9172,세례NNG을JKO,받VV,세례NNG을JKO 받VV,3,426,3,TRUE
9195,전입NNG을JKO,하VV,전입NNG을JKO 하VV,2,7312,2,TRUE
9213,이과NNG을JKO,가VV,이과NNG을JKO 가VV,5,336,4,FALSE
9214,문과NNG을JKO,가VV,문과NNG을JKO 가VV,2,336,2,FALSE
9221,조합NNG을JKO,하VV,조합NNG을JKO 하VV,2,7312,2,TRUE
9229,시도NNG을JKO,하VV,시도NNG을JKO 하VV,5,7312,4,TRUE
9234,애NNG들XSN을JKO,부르VV,애NNG들XSN을JKO 부르VV,25,49,2,FALSE
9255,상NNG을JKO,타VV,상NNG을JKO 타VV,9,120,4,TRUE
9259,언어학NNG을JKO,하VV,언어학NNG을JKO 하VV,2,7312,2,FALSE
9265,반NNG을JKO,들어가VV,반NNG을JKO 들어가VV,20,41,3,FALSE
9281,수시NNG을JKO,쓰VV,수시NNG을JKO 쓰VV,5,509,3,FALSE
9284,수NNG을JKO,받VV,수NNG을JKO 받VV,7,426,2,FALSE
9292,수능NNG을JKO,하VV,수능NNG을JKO 하VV,6,7312,2,FALSE
9300,과외NNG을JKO,하VV,과외NNG을JKO 하VV,5,7312,4,FALSE
9305,면접NNG을JKO,보VV,면접NNG을JKO 보VV,15,1238,11,TRUE
9312,문NNG을JKO,잡VV,문NNG을JKO 잡VV,43,112,3,FALSE
9334,면접NNG을JKO,하VV,면접NNG을JKO 하VV,15,7312,2,TRUE
9344,시간NNG을JKO,자VV,시간NNG을JKO 자VV,89,24,4,FALSE
9355,인터넷NNG을JKO,키VV,인터넷NNG을JKO 키VV,18,10,5,FALSE
9360,수능NNG을JKO,보VV,수능NNG을JKO 보VV,6,1238,4,FALSE
9367,학교NNG을JKO,나오VV,학교NNG을JKO 나오VV,47,41,3,FALSE
9383,기NNG을JKO,쓰VV,기NNG을JKO 쓰VV,5,509,3,TRUE
9404,손NNG을JKO,씻VV,손NNG을JKO 씻VV,46,5,2,FALSE
9410,키보드NNG을JKO,치VV,키보드NNG을JKO 치VV,2,84,2,FALSE
9418,친구NNG을JKO,사귀VV,친구NNG을JKO 사귀VV,27,7,2,FALSE
9435,봉다리NNG을JKO,들VV,봉다리NNG을JKO 들VV,2,475,2,FALSE
9436,사관학교NNG을JKO,가VV,사관학교NNG을JKO 가VV,3,336,2,FALSE
9437,경악NNG을JKO,하VV,경악NNG을JKO 하VV,5,7312,5,TRUE
9443,수NNG을JKO,쓰VV,수NNG을JKO 쓰VV,7,509,2,TRUE
9477,달리기NNG을JKO,하VV,달리기NNG을JKO 하VV,2,7312,2,FALSE
9480,호흡법NNG을JKO,익히VV,호흡법NNG을JKO 익히VV,2,13,2,FALSE
9483,국방NNG을JKO,지키VV,국방NNG을JKO 지키VV,2,46,2,FALSE
9485,여군NNG을JKO,뽑VV,여군NNG을JKO 뽑VV,2,55,2,FALSE
9492,치마NNG을JKO,입VV,치마NNG을JKO 입VV,9,72,3,TRUE
9500,뻥NNG을JKO,치VV,뻥NNG을JKO 치VV,2,84,2,TRUE
9535,공익NNG을JKO,오VV,공익NNG을JKO 오VV,8,39,2,FALSE
9549,주위NNG을JKO,둘러보VV,주위NNG을JKO 둘러보VV,3,3,2,FALSE
9557,애NNG을JKO,부르VV,애NNG을JKO 부르VV,41,49,2,FALSE
9569,친구NNG을JKO,데리VV,친구NNG을JKO 데리VV,27,26,2,FALSE
9602,역NNG을JKO,맡VV,역NNG을JKO 맡VV,5,41,4,TRUE
9603,콤비NNG을JKO,이루VV,콤비NNG을JKO 이루VV,2,57,2,TRUE
9618,돈NNG을JKO,밝히VV,돈NNG을JKO 밝히VV,107,12,2,TRUE
9648,째즈NNG을JKO,듣VV,째즈NNG을JKO 듣VV,3,268,2,FALSE
9653,모집NNG을JKO,하VV,모집NNG을JKO 하VV,4,7312,4,TRUE
9668,말NNG을JKO,꺼내VV,말NNG을JKO 꺼내VV,480,15,3,TRUE
9672,절약NNG을JKO,하VV,절약NNG을JKO 하VV,2,7312,2,TRUE
9679,조NNG을JKO,짜VV,조NNG을JKO 짜VV,2,22,2,TRUE
9778,수업NNG을JKO,들어가VV,수업NNG을JKO 들어가VV,66,41,4,FALSE
9807,입대NNG을JKO,하VV,입대NNG을JKO 하VV,2,7312,2,TRUE
9809,면회NNG을JKO,오VV,면회NNG을JKO 오VV,3,39,2,FALSE
9819,꿈NNG을JKO,가지VV,꿈NNG을JKO 가지VV,21,568,4,FALSE
9822,신방과NNG을JKO,가VV,신방과NNG을JKO 가VV,3,336,3,FALSE
9833,자격증NNG을JKO,따VV,자격증NNG을JKO 따VV,13,26,3,TRUE
9834,발NNG을JKO,들이VV,발NNG을JKO 들이VV,13,14,2,TRUE
9839,프리젠테이션NNG을JKO,하VV,프리젠테이션NNG을JKO 하VV,4,7312,3,TRUE
9870,공군NNG을JKO,가VV,공군NNG을JKO 가VV,4,336,4,FALSE
9883,타격대NNG을JKO,가VV,타격대NNG을JKO 가VV,2,336,2,FALSE
9886,장갑차NNG을JKO,조종NNG하XSV,장갑차NNG을JKO 조종NNG하XSV,6,2,2,FALSE
9899,근무NNG을JKO,들어가VV,근무NNG을JKO 들어가VV,10,41,4,FALSE
9901,장갑차NNG을JKO,몰VV,장갑차NNG을JKO 몰VV,6,13,2,FALSE
9909,통신NNG을JKO,하VV,통신NNG을JKO 하VV,3,7312,2,FALSE
9918,총NNG을JKO,받VV,총NNG을JKO 받VV,6,426,2,FALSE
9921,분대장NNG을JKO,들어가VV,분대장NNG을JKO 들어가VV,3,41,3,FALSE
9951,문제집NNG을JKO,사VV,문제집NNG을JKO 사VV,3,157,2,FALSE
9960,투정NNG을JKO,하VV,투정NNG을JKO 하VV,3,7312,3,TRUE
9965,세NNG을JKO,들어가VV,세NNG을JKO 들어가VV,2,41,2,FALSE
9980,머리NNG을JKO,하VV,머리NNG을JKO 하VV,29,7312,4,TRUE
10004,책가방NNG을JKO,매VV,책가방NNG을JKO 매VV,2,4,2,FALSE
10009,인기NNG을JKO,누리VV,인기NNG을JKO 누리VV,3,9,2,TRUE
10037,시간NNG을JKO,활용NNG하XSV,시간NNG을JKO 활용NNG하XSV,89,10,2,FALSE
10038,시간NNG을JKO,주VV,시간NNG을JKO 주VV,89,324,2,FALSE
10040,나이NNG을JKO,먹VV,나이NNG을JKO 먹VV,4,244,2,TRUE
10062,길NNG을JKO,택하VV,길NNG을JKO 택하VV,26,12,2,FALSE
10081,전공NNG을JKO,살리VV,전공NNG을JKO 살리VV,13,17,3,TRUE
10100,지원NNG을JKO,받VV,지원NNG을JKO 받VV,11,426,2,TRUE
10110,체험NNG을JKO,하VV,체험NNG을JKO 하VV,4,7312,3,TRUE
10119,마음NNG을JKO,달래VV,마음NNG을JKO 달래VV,37,3,2,FALSE
10127,렌트NNG을JKO,하VV,렌트NNG을JKO 하VV,2,7312,2,TRUE
10132,경쟁NNG을JKO,하VV,경쟁NNG을JKO 하VV,2,7312,2,TRUE
10134,도로NNG을JKO,타VV,도로NNG을JKO 타VV,2,120,2,FALSE
10151,자전거NNG을JKO,타VV,자전거NNG을JKO 타VV,7,120,5,FALSE
10168,담배NNG을JKO,피VV,담배NNG을JKO 피VV,11,9,5,TRUE
10187,수련NNG을JKO,받VV,수련NNG을JKO 받VV,2,426,2,TRUE
10196,성공NNG을JKO,하VV,성공NNG을JKO 하VV,7,7312,4,TRUE
10197,평가NNG을JKO,받VV,평가NNG을JKO 받VV,23,426,2,TRUE
10202,돈NNG을JKO,받VV,돈NNG을JKO 받VV,107,426,8,FALSE
10215,머리NNG을JKO,짤르VV,머리NNG을JKO 짤르VV,29,5,3,FALSE
10227,적응NNG을JKO,하VV,적응NNG을JKO 하VV,5,7312,4,TRUE
10238,사명NNG감XSN을JKO,가지VV,사명NNG감XSN을JKO 가지VV,4,568,2,FALSE
10248,학교NNG을JKO,오VV,학교NNG을JKO 오VV,47,39,2,FALSE
10255,스튜어디스NNG을JKO,하VV,스튜어디스NNG을JKO 하VV,2,7312,2,FALSE
10257,개설NNG을JKO,하VV,개설NNG을JKO 하VV,2,7312,2,TRUE
10258,봉사NNG을JKO,하VV,봉사NNG을JKO 하VV,7,7312,3,TRUE
10260,성사NNG을JKO,시키VV,성사NNG을JKO 시키VV,2,200,2,TRUE
10262,봉사NNG을JKO,가VV,봉사NNG을JKO 가VV,7,336,2,FALSE
10265,선정NNG을JKO,하VV,선정NNG을JKO 하VV,5,7312,5,TRUE
10279,테스트NNG을JKO,하VV,테스트NNG을JKO 하VV,6,7312,6,TRUE
10287,제거NNG을JKO,하VV,제거NNG을JKO 하VV,3,7312,3,TRUE
10299,연산NNG을JKO,하VV,연산NNG을JKO 하VV,5,7312,4,TRUE
10302,문제NNG을JKO,풀VV,문제NNG을JKO 풀VV,59,33,8,TRUE
10312,항등원NNG을JKO,찾VV,항등원NNG을JKO 찾VV,4,136,2,FALSE
10325,부분NNG을JKO,없애VV,부분NNG을JKO 없애VV,39,19,2,FALSE
10326,아이NNG을JKO,없애VV,아이NNG을JKO 없애VV,29,19,3,FALSE
10330,양변NNG을JKO,제곱NNG시키XSV,양변NNG을JKO 제곱NNG시키XSV,2,2,2,FALSE
10333,식NNG을JKO,가지VV,식NNG을JKO 가지VV,5,568,2,FALSE
10337,값NNG을JKO,구하VV,값NNG을JKO 구하VV,16,46,2,FALSE
10350,아이NNG을JKO,곱하VV,아이NNG을JKO 곱하VV,29,8,3,FALSE
10359,강의NNG을JKO,보VV,강의NNG을JKO 보VV,31,1238,2,FALSE
10362,컴퓨터NNG을JKO,통하VV,컴퓨터NNG을JKO 통하VV,19,243,2,FALSE
10376,숙제NNG을JKO,내VV,숙제NNG을JKO 내VV,6,178,4,TRUE
10386,부분NNG을JKO,다루VV,부분NNG을JKO 다루VV,39,36,2,FALSE
10400,태깅NNG을JKO,하VV,태깅NNG을JKO 하VV,2,7312,2,TRUE
10404,방법NNG을JKO,보이VV,방법NNG을JKO 보이VV,47,164,2,FALSE
10409,언어NNG을JKO,연구NNG하XSV,언어NNG을JKO 연구NNG하XSV,65,11,4,FALSE
10413,자료NNG을JKO,다루VV,자료NNG을JKO 다루VV,61,36,2,FALSE
10430,프린트NNG을JKO,보VV,프린트NNG을JKO 보VV,6,1238,2,FALSE
10441,응답NNG을JKO,하VV,응답NNG을JKO 하VV,4,7312,4,TRUE
10470,방법NNG을JKO,하VV,방법NNG을JKO 하VV,47,7312,2,FALSE
10474,단어NNG을JKO,찾VV,단어NNG을JKO 찾VV,31,136,2,FALSE
10513,귀NNG을JKO,막VV,귀NNG을JKO 막VV,7,28,3,TRUE
10522,똥NNG을JKO,싸VV,똥NNG을JKO 싸VV,9,12,8,TRUE
10531,한국어NNG을JKO,배우VV,한국어NNG을JKO 배우VV,19,106,3,FALSE
10532,뜻NNG을JKO,알VV,뜻NNG을JKO 알VV,17,285,2,FALSE
10535,박차NNG을JKO,가하VV,박차NNG을JKO 가하VV,3,7,2,TRUE
10562,스페인어NNG을JKO,배우VV,스페인어NNG을JKO 배우VV,2,106,2,FALSE
10564,문장NNG을JKO,보VV,문장NNG을JKO 보VV,20,1238,3,FALSE
10581,단계NNG을JKO,거치VV,단계NNG을JKO 거치VV,11,25,4,FALSE
10598,설정NNG을JKO,하VV,설정NNG을JKO 하VV,17,7312,15,TRUE
