,word1,word2,bigram,freq.w1,freq.w2,freq.bi,human.eval
19356,핵NNG을JKO,보유NNG하XSV,핵NNG을JKO 보유NNG하XSV,22,3,3,FALSE
19367,핵NNG을JKO,갖VV,핵NNG을JKO 갖VV,22,306,2,FALSE
19391,빠스타NNG을JKO,만들VV,빠스타NNG을JKO 만들VV,7,344,2,FALSE
19395,빠스타NNG을JKO,삶VV,빠스타NNG을JKO 삶VV,7,6,2,FALSE
19416,맛NNG을JKO,주VV,맛NNG을JKO 주VV,15,324,2,FALSE
19420,맛NNG을JKO,내VV,맛NNG을JKO 내VV,15,178,3,TRUE
19422,간NNG을JKO,하VV,간NNG을JKO 하VV,5,7312,3,TRUE
19428,계량NNG을JKO,하VV,계량NNG을JKO 하VV,2,7312,2,TRUE
19433,치즈NNG을JKO,넣VV,치즈NNG을JKO 넣VV,4,82,2,FALSE
19442,뺀네NNG을JKO,이용NNG하XSV,뺀네NNG을JKO 이용NNG하XSV,2,83,2,FALSE
19544,양파NNG을JKO,올리VV,양파NNG을JKO 올리VV,3,47,2,FALSE
19554,애NNG들XSN을JKO,모으VV,애NNG들XSN을JKO 모으VV,25,34,3,FALSE
19559,치즈NNG을JKO,만들VV,치즈NNG을JKO 만들VV,4,344,2,FALSE
19603,말NNG을JKO,위하VV,말NNG을JKO 위하VV,480,245,3,FALSE
19604,열매NNG을JKO,맺VV,열매NNG을JKO 맺VV,2,21,2,TRUE
19608,권세NNG을JKO,가지VV,권세NNG을JKO 가지VV,4,568,3,FALSE
19615,사실NNG을JKO,생각NNG하XSV,사실NNG을JKO 생각NNG하XSV,7,101,2,FALSE
19617,말씀NNG을JKO,듣VV,말씀NNG을JKO 듣VV,139,268,8,FALSE
19619,자존NNG감XSN을JKO,가지VV,자존NNG감XSN을JKO 가지VV,3,568,3,FALSE
19631,파수NNG꾼XSN을JKO,세우VV,파수NNG꾼XSN을JKO 세우VV,2,67,2,FALSE
19638,마음NNG을JKO,다스리VV,마음NNG을JKO 다스리VV,37,7,3,TRUE
19640,말NNG을JKO,다스리VV,말NNG을JKO 다스리VV,480,7,2,FALSE
19641,삶NNG을JKO,위하VV,삶NNG을JKO 위하VV,29,245,2,FALSE
19647,복음NNG을JKO,전하VV,복음NNG을JKO 전하VV,13,14,5,FALSE
19666,덕NNG을JKO,세우VV,덕NNG을JKO 세우VV,4,67,4,FALSE
19676,거리NNG을JKO,찾VV,거리NNG을JKO 찾VV,16,136,3,FALSE
19687,거리NNG을JKO,유지NNG하XSV,거리NNG을JKO 유지NNG하XSV,16,32,7,FALSE
19688,독립NNG을JKO,유지NNG하XSV,독립NNG을JKO 유지NNG하XSV,7,32,3,FALSE
19715,관점NNG을JKO,헤아리VV,관점NNG을JKO 헤아리VV,11,2,2,FALSE
19722,불평NNG을JKO,하VV,불평NNG을JKO 하VV,2,7312,2,TRUE
19743,눈NNG을JKO,맞추VV,눈NNG을JKO 맞추VV,23,49,2,TRUE
19747,치마NNG을JKO,잡VV,치마NNG을JKO 잡VV,9,112,3,FALSE
19757,대화NNG을JKO,위하VV,대화NNG을JKO 위하VV,95,245,2,FALSE
19760,관계NNG을JKO,유지NNG하XSV,관계NNG을JKO 유지NNG하XSV,65,32,3,FALSE
19765,차이NNG을JKO,고려NNG하XSV,차이NNG을JKO 고려NNG하XSV,24,29,2,FALSE
19782,대화NNG을JKO,원NNG하XSV,대화NNG을JKO 원NNG하XSV,95,22,2,FALSE
19786,대화NNG을JKO,이해NNG하XSV,대화NNG을JKO 이해NNG하XSV,95,48,2,FALSE
19813,상대방NNG을JKO,배려NNG하XSV,상대방NNG을JKO 배려NNG하XSV,12,5,3,FALSE
19830,평가NNG을JKO,내리VV,평가NNG을JKO 내리VV,23,36,2,TRUE
19847,찬송NNG을JKO,부르VV,찬송NNG을JKO 부르VV,2,49,2,FALSE
19872,관계NNG을JKO,세우VV,관계NNG을JKO 세우VV,65,67,3,FALSE
19894,기쁨NNG을JKO,주VV,기쁨NNG을JKO 주VV,8,324,4,FALSE
19911,공NNG을JKO,받VV,공NNG을JKO 받VV,20,426,2,FALSE
19912,대화NNG을JKO,이끌VV,대화NNG을JKO 이끌VV,95,20,4,FALSE
19969,말NNG을JKO,선택NNG하XSV,말NNG을JKO 선택NNG하XSV,480,34,3,FALSE
19998,하나님NNG을JKO,믿VV,하나님NNG을JKO 믿VV,12,46,3,FALSE
20020,성가NNG을JKO,하VV,성가NNG을JKO 하VV,3,7312,2,FALSE
20025,체면NNG을JKO,상하VV,체면NNG을JKO 상하VV,4,3,3,TRUE
20044,지능NNG을JKO,결정NNG하XSV,지능NNG을JKO 결정NNG하XSV,6,22,3,FALSE
20046,사람NNG을JKO,존중NNG하XSV,사람NNG을JKO 존중NNG하XSV,98,7,2,FALSE
20051,동기NNG을JKO,부여NNG하XSV,동기NNG을JKO 부여NNG하XSV,8,14,5,TRUE
20057,감사NNG을JKO,표현NNG하XSV,감사NNG을JKO 표현NNG하XSV,12,33,2,FALSE
20058,감사NNG을JKO,하VV,감사NNG을JKO 하VV,12,7312,2,TRUE
20066,경계NNG을JKO,설정NNG하XSV,경계NNG을JKO 설정NNG하XSV,4,13,2,FALSE
20070,심방NNG을JKO,오VV,심방NNG을JKO 오VV,2,39,2,FALSE
20072,감사NNG을JKO,드리VV,감사NNG을JKO 드리VV,12,139,6,TRUE
20109,상대방NNG을JKO,존중NNG하XSV,상대방NNG을JKO 존중NNG하XSV,12,7,2,FALSE
20118,어법NNG을JKO,이루VV,어법NNG을JKO 이루VV,3,57,2,FALSE
20123,원리NNG을JKO,말NNG하XSV,원리NNG을JKO 말NNG하XSV,12,105,2,FALSE
20129,부담NNG을JKO,최대NNG화XSN하XSV,부담NNG을JKO 최대NNG화XSN하XSV,14,2,2,FALSE
20133,상대방NNG을JKO,비난NNG하XSV,상대방NNG을JKO 비난NNG하XSV,12,3,2,FALSE
20134,트집NNG을JKO,잡VV,트집NNG을JKO 잡VV,2,112,2,TRUE
20137,원리NNG을JKO,지키VV,원리NNG을JKO 지키VV,12,46,4,FALSE
20141,자신NNG을JKO,칭찬NNG하XSV,자신NNG을JKO 칭찬NNG하XSV,14,10,2,FALSE
20202,칼슘NNG을JKO,먹VV,칼슘NNG을JKO 먹VV,3,244,2,FALSE
20224,뼈NNG을JKO,만들VV,뼈NNG을JKO 만들VV,7,344,4,FALSE
20260,질환NNG들XSN을JKO,갖VV,질환NNG들XSN을JKO 갖VV,2,306,2,FALSE
20269,치마NNG을JKO,밟VV,치마NNG을JKO 밟VV,9,10,2,FALSE
20304,홀몬NNG을JKO,먹VV,홀몬NNG을JKO 먹VV,6,244,2,FALSE
20311,홀몬NNG을JKO,쓰VV,홀몬NNG을JKO 쓰VV,6,509,2,FALSE
20318,약제NNG을JKO,쓰VV,약제NNG을JKO 쓰VV,5,509,3,FALSE
20356,디NNG을JKO,만들VV,디NNG을JKO 만들VV,7,344,5,FALSE
20385,홍보NNG을JKO,하VV,홍보NNG을JKO 하VV,2,7312,2,TRUE
20403,장애NNG을JKO,가지VV,장애NNG을JKO 가지VV,10,568,3,FALSE
20412,엠알아이NNG을JKO,찍VV,엠알아이NNG을JKO 찍VV,4,60,3,FALSE
20461,놀이NNG을JKO,하VV,놀이NNG을JKO 하VV,5,7312,4,TRUE
20576,학교NNG을JKO,보내VV,학교NNG을JKO 보내VV,47,72,2,FALSE
20610,패턴NNG을JKO,보VV,패턴NNG을JKO 보VV,10,1238,2,FALSE
20646,협정NNG을JKO,맺VV,협정NNG을JKO 맺VV,3,21,3,TRUE
20674,아카데미NNG을JKO,위하VV,아카데미NNG을JKO 위하VV,2,245,2,FALSE
20701,후원NNG을JKO,하VV,후원NNG을JKO 하VV,2,7312,2,TRUE
20705,자료NNG을JKO,준비NNG하XSV,자료NNG을JKO 준비NNG하XSV,61,24,2,FALSE
20762,한국NNP말NNG을JKO,하VV,한국NNP말NNG을JKO 하VV,5,7312,2,FALSE
20786,지식NNG을JKO,쌓VV,지식NNG을JKO 쌓VV,18,14,3,FALSE
20790,안목NNG을JKO,넓히VV,안목NNG을JKO 넓히VV,2,6,2,TRUE
20792,한국어NNG을JKO,하VV,한국어NNG을JKO 하VV,19,7312,2,FALSE
20796,기술NNG을JKO,익히VV,기술NNG을JKO 익히VV,20,13,2,FALSE
20838,교재NNG을JKO,사용NNG하XSV,교재NNG을JKO 사용NNG하XSV,17,106,2,FALSE
20849,세계NNG을JKO,보VV,세계NNG을JKO 보VV,7,1238,2,FALSE
20858,궁핍NNG을JKO,알VV,궁핍NNG을JKO 알VV,4,285,4,FALSE
20859,시험NNG을JKO,받VV,시험NNG을JKO 받VV,79,426,2,FALSE
20860,환란NNG을JKO,받VV,환란NNG을JKO 받VV,3,426,2,FALSE
20862,해NNG을JKO,받VV,해NNG을JKO 받VV,3,426,3,FALSE
20864,칭찬NNG만JX을JKO,듣VV,칭찬NNG만JX을JKO 듣VV,2,268,2,FALSE
20866,명맥NNG을JKO,유지NNG하XSV,명맥NNG을JKO 유지NNG하XSV,2,32,2,TRUE
20867,역사NNG을JKO,자랑NNG하XSV,역사NNG을JKO 자랑NNG하XSV,10,9,3,TRUE
20868,교회NNG을JKO,통하VV,교회NNG을JKO 통하VV,12,243,3,FALSE
20879,문명NNG을JKO,구가NNG하XSV,문명NNG을JKO 구가NNG하XSV,2,2,2,FALSE
20893,신전NNG을JKO,갖VV,신전NNG을JKO 갖VV,4,306,2,FALSE
20895,상권NNG을JKO,장악NNG하XSV,상권NNG을JKO 장악NNG하XSV,2,2,2,FALSE
20897,박해NNG을JKO,받VV,박해NNG을JKO 받VV,4,426,3,TRUE
20901,핍박NNG을JKO,받VV,핍박NNG을JKO 받VV,4,426,2,TRUE
20906,선교NNG을JKO,하VV,선교NNG을JKO 하VV,4,7312,4,TRUE
20910,사자NNG을JKO,통하VV,사자NNG을JKO 통하VV,4,243,2,FALSE
20936,고난NNG을JKO,받VV,고난NNG을JKO 받VV,7,426,2,FALSE
20987,간증NNG을JKO,하VV,간증NNG을JKO 하VV,2,7312,2,TRUE
21014,자가용NNG을JKO,타VV,자가용NNG을JKO 타VV,2,120,2,FALSE
21024,성찬NNG식XSN을JKO,하VV,성찬NNG식XSN을JKO 하VV,2,7312,2,FALSE
21031,숭배NNG을JKO,거부NNG하XSV,숭배NNG을JKO 거부NNG하XSV,5,6,2,FALSE
21035,매도NNG을JKO,하VV,매도NNG을JKO 하VV,2,7312,2,TRUE
21036,불NNG을JKO,지르VV,불NNG을JKO 지르VV,16,11,3,TRUE
21041,파괴NNG을JKO,하VV,파괴NNG을JKO 하VV,2,7312,2,TRUE
21044,방화NNG을JKO,하VV,방화NNG을JKO 하VV,2,7312,2,TRUE
21051,면류관NNG을JKO,주VV,면류관NNG을JKO 주VV,9,324,2,FALSE
21055,충성NNG을JKO,하VV,충성NNG을JKO 하VV,2,7312,2,TRUE
21060,극성NNG을JKO,부리VV,극성NNG을JKO 부리VV,2,13,2,TRUE
21072,면류관NNG을JKO,받VV,면류관NNG을JKO 받VV,9,426,6,FALSE
21082,숭배NNG을JKO,하VV,숭배NNG을JKO 하VV,5,7312,3,TRUE
21116,복음NNG을JKO,증거NNG하XSV,복음NNG을JKO 증거NNG하XSV,13,5,2,FALSE
21122,검NNG을JKO,가지VV,검NNG을JKO 가지VV,8,568,8,FALSE
21124,믿음NNG을JKO,저버리VV,믿음NNG을JKO 저버리VV,10,3,2,FALSE
21125,교훈NNG을JKO,지키VV,교훈NNG을JKO 지키VV,11,46,6,FALSE
21127,올무NNG을JKO,놓VV,올무NNG을JKO 놓VV,2,39,2,FALSE
21128,제물NNG을JKO,먹VV,제물NNG을JKO 먹VV,2,244,2,FALSE
21131,만나NNG을JKO,주VV,만나NNG을JKO 주VV,4,324,4,FALSE
21132,돌NNG을JKO,주VV,돌NNG을JKO 주VV,10,324,3,FALSE
21133,이름NNG을JKO,기록NNG하XSV,이름NNG을JKO 기록NNG하XSV,55,12,2,FALSE
21145,필사NNG을JKO,하VV,필사NNG을JKO 하VV,2,7312,2,TRUE
21158,별명NNG을JKO,주VV,별명NNG을JKO 주VV,3,324,2,FALSE
21164,자신NNG을JKO,소개NNG하XSV,자신NNG을JKO 소개NNG하XSV,14,15,3,FALSE
21173,집행NNG권XSN을JKO,가지VV,집행NNG권XSN을JKO 가지VV,2,568,2,FALSE
21176,허락NNG을JKO,맡VV,허락NNG을JKO 맡VV,20,41,2,TRUE
21191,영향NNG력XSN을JKO,주VV,영향NNG력XSN을JKO 주VV,6,324,2,FALSE
21223,믿음NNG을JKO,지키VV,믿음NNG을JKO 지키VV,10,46,2,FALSE
21226,통일NNG을JKO,이루VV,통일NNG을JKO 이루VV,3,57,2,FALSE
21229,종교NNG을JKO,믿VV,종교NNG을JKO 믿VV,15,46,3,FALSE
21245,드레싱NNG을JKO,하VV,드레싱NNG을JKO 하VV,3,7312,3,TRUE
21256,하나님NNG을JKO,섬기VV,하나님NNG을JKO 섬기VV,12,4,2,FALSE
21273,병원NNG을JKO,세우VV,병원NNG을JKO 세우VV,7,67,3,FALSE
21319,실연NNG을JKO,당하VV,실연NNG을JKO 당하VV,3,30,2,TRUE
21343,학교NNG들XSN을JKO,세우VV,학교NNG들XSN을JKO 세우VV,3,67,2,FALSE
21360,점심NNG을JKO,굶VV,점심NNG을JKO 굶VV,9,2,2,FALSE
21361,헌금NNG을JKO,모으VV,헌금NNG을JKO 모으VV,3,34,2,FALSE
21376,믿음NNG을JKO,붙잡VV,믿음NNG을JKO 붙잡VV,10,8,2,FALSE
21386,제안NNG을JKO,받VV,제안NNG을JKO 받VV,14,426,2,TRUE
21392,교훈NNG을JKO,따르VV,교훈NNG을JKO 따르VV,11,52,2,FALSE
21399,회식NNG을JKO,하VV,회식NNG을JKO 하VV,2,7312,2,TRUE
21401,절개NNG을JKO,지키VV,절개NNG을JKO 지키VV,3,46,3,TRUE
21419,이름NNG을JKO,새기VV,이름NNG을JKO 새기VV,55,4,4,FALSE
21440,지갑NNG을JKO,갖VV,지갑NNG을JKO 갖VV,10,306,2,FALSE
21447,카드NNG을JKO,쓰VV,카드NNG을JKO 쓰VV,8,509,2,FALSE
21549,발전NNG을JKO,하VV,발전NNG을JKO 하VV,5,7312,2,TRUE
21621,역할NNG을JKO,감당NNG하XSV,역할NNG을JKO 감당NNG하XSV,68,3,2,FALSE
21658,시치미NNG을JKO,떼VV,시치미NNG을JKO 떼VV,2,7,2,TRUE
21660,손NNG을JKO,집어넣VV,손NNG을JKO 집어넣VV,46,22,2,FALSE
21714,남자NNG을JKO,되VV,남자NNG을JKO 되VV,26,16,2,FALSE
21742,출석NNG을JKO,하VV,출석NNG을JKO 하VV,6,7312,3,TRUE
21767,맥주NNG을JKO,사VV,맥주NNG을JKO 사VV,6,157,2,FALSE
21787,면NNG을JKO,틀리VV,면NNG을JKO 틀리VV,11,2,2,FALSE
21864,애NNG들XSN을JKO,데리VV,애NNG들XSN을JKO 데리VV,25,26,2,FALSE
21872,유치원NNG을JKO,가VV,유치원NNG을JKO 가VV,2,336,2,FALSE
21882,체육NNG을JKO,하VV,체육NNG을JKO 하VV,3,7312,3,FALSE
21891,문법NNG을JKO,알아내VV,문법NNG을JKO 알아내VV,6,5,2,FALSE
21893,어른NNG들XSN을JKO,모시VV,어른NNG들XSN을JKO 모시VV,2,13,2,FALSE
21898,사람NNG을JKO,되VV,사람NNG을JKO 되VV,98,16,2,FALSE
21989,핸드폰NNG을JKO,만들VV,핸드폰NNG을JKO 만들VV,7,344,2,FALSE
22136,안주NNG을JKO,먹VV,안주NNG을JKO 먹VV,3,244,2,FALSE
22177,싸움NNG을JKO,하VV,싸움NNG을JKO 하VV,4,7312,2,TRUE
22208,옷장NNG을JKO,정리NNG하XSV,옷장NNG을JKO 정리NNG하XSV,2,9,2,FALSE
22227,관계NNG을JKO,살피VV,관계NNG을JKO 살피VV,65,6,2,FALSE
22280,면접NNG을JKO,가VV,면접NNG을JKO 가VV,15,336,2,FALSE
22305,최선NNG을JKO,하VV,최선NNG을JKO 하VV,12,7312,3,FALSE
22410,총NNG을JKO,쏘VV,총NNG을JKO 쏘VV,6,11,3,FALSE
22526,애NNG들XSN을JKO,만나VV,애NNG들XSN을JKO 만나VV,25,108,2,FALSE
22579,촛불NNG을JKO,끄VV,촛불NNG을JKO 끄VV,3,12,2,TRUE
22608,교과서NNG을JKO,가지VV,교과서NNG을JKO 가지VV,4,568,2,FALSE
22633,숨NNG을JKO,들여쉬VV,숨NNG을JKO 들여쉬VV,12,2,2,TRUE
22649,전체NNG을JKO,알아듣VV,전체NNG을JKO 알아듣VV,14,6,2,FALSE
22788,빈도수NNG을JKO,합하VV,빈도수NNG을JKO 합하VV,4,5,3,FALSE
22882,드럼NNG을JKO,하VV,드럼NNG을JKO 하VV,4,7312,2,FALSE
22883,베이스NNG을JKO,하VV,베이스NNG을JKO 하VV,3,7312,2,FALSE
22902,공략NNG을JKO,하VV,공략NNG을JKO 하VV,2,7312,2,TRUE
23112,놀이기구NNG을JKO,하VV,놀이기구NNG을JKO 하VV,3,7312,2,FALSE
23248,베이컨NNG을JKO,다지VV,베이컨NNG을JKO 다지VV,3,5,2,FALSE
23379,이름NNG을JKO,잡VV,이름NNG을JKO 잡VV,55,112,2,FALSE
23389,돌NNG을JKO,받VV,돌NNG을JKO 받VV,10,426,2,FALSE
